name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
"6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE",Not Available,DB08734,CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC(Cl)=C(Cl)C=C1Cl,,,,,121750.0,108629.0,18793.0,,,CHEMBL129788,,,ZINC000003581056
"R,S-Warfarin alcohol",Not Available,DB08735,[H][C@@](C)(O)C[C@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,,7FF8Z7G342,37571-78-1,,54736486.0,25059171.0,50408931.0,,,,,,ZINC000100037009
"S,R-Warfarin alcohol",Not Available,DB08736,[H][C@](C)(O)C[C@@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,,62GD2Z2LXM,40281-79-6,,54723704.0,25059172.0,50408930.0,,,,,,ZINC000003875291
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",Not Available,DB08737,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=CC=CC(O)=C21)C1=CC=C(O)C=C1,,,,,16750074.0,20581192.0,19977.0,,,,,,ZINC000014972418
1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,Not Available,DB08738,[H][C@]1(CCCN1C(=O)CCN1C(=O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C(=O)N1CCCC1,,,,,25155578.0,24691613.0,50274985.0,,,CHEMBL459149,,,ZINC000040863006
"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione",Not Available,DB08739,[H][C@]1(CC(F)(F)CN1C(=O)CCN1C(=O)C2=C(C=CC=C2)C1=O)C(=O)N1CCCC1,,,,,25102845.0,24691189.0,50274983.0,,,CHEMBL458975,,,ZINC000039197308
"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",Not Available,DB08740,[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)CC(C)C,,,,,5288373.0,4450566.0,,,,CHEMBL35107,,,ZINC000013532084
"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine",Not Available,DB08741,[H][C@@]1(OC2=C(OC)C(OC)=CC(CC3=C(N)N=C(N)N=C3)=C2C=C1)C1CC1,,,,,10247560.0,8423047.0,50336513.0,,131752.0,CHEMBL1236788,,,ZINC000003612862
"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",Not Available,DB08742,C=C1\C(=C/C=C2\CCC[C@]3(C)[C@]([H])(CC[C@@]23[H])C#CC#CC(C)(O)C)C[C@](O)([H])C[C@@]1(O)[H],,,,,11269429.0,9444440.0,,,,,,,ZINC000058660808
"2-({8-[(3R)-3-AMINOPIPERIDIN-1-YL]-1,3-DIMETHYL-2,6-DIOXO-1,2,3,6-TETRAHYDRO-7H-PURIN-7-YL}METHYL)BENZONITRILE",Not Available,DB08743,[H][C@@]1(N)CCCN(C1)C1=NC2=C(N1CC1=CC=CC=C1C#N)C(=O)N(C)C(=O)N2C,,,,,6914643.0,5290523.0,,,,,,,ZINC000003839213
Casimiroin,Not Available,DB08744,COC1=CC(=O)N(C)C2=C3OCOC3=CC=C12,"Aromatase / Dioxoles / Heterocyclic Compounds, Fused-Ring / Quinolines / Quinone Reductases, antagonists & inhibitors",1X2A1U6BH3,477-89-4,,124075.0,110572.0,29210.0,,3452.0,CHEMBL492762,,,ZINC000000900156
4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,Not Available,DB08745,ClC1=CC=C(\C=C\S(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)C(=O)C2)C=C1,,,,,446345.0,393729.0,,,,,,,ZINC000003581119
1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,Not Available,DB08746,ClC1=CC=C(\C=C\S(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)CC2)C=C1,,,,,446346.0,393730.0,,,,,,,ZINC000058660877
"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",Not Available,DB08747,[H][C@]1(N(C(C)=O)C2=CC=CC(O)=C2NC2=C1C(=O)CC(C)(C)C2)C1=C(Cl)C=C(Cl)C=C1,,,,,44574544.0,24692535.0,,,,CHEMBL466269,,,ZINC000040395712
4-(Dimethylamino)benzoic acid,Not Available,DB08748,CN(C)C1=CC=C(C=C1)C(O)=O,"Acids, Carbocyclic / Aminobenzoates / Benzene Derivatives / Benzoates",D1MA908EV0,619-84-1,,12092.0,11595.0,,,,CHEMBL112322,,,ZINC000000388582
3-(2-AMINO-6-BENZOYLQUINAZOLIN-3(4H)-YL)-N-CYCLOHEXYL-N-METHYLPROPANAMIDE,Not Available,DB08749,CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1,,,,,16741238.0,20572545.0,17783.0,,,CHEMBL244342,,,ZINC000010339589
"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",Not Available,DB08750,NCC1=CC=C(C=C1)C(=O)N1CCC2(CC1)NC1=CC=CC(F)=C1C(N)=N2,,,,,24894149.0,24605323.0,36397.0,,,CHEMBL1221657,,,ZINC000039187977
"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",Not Available,DB08751,CN(CCN(C)C1=CC=C(C2=NON=C12)[N+]([O-])=O)C(C)=O,,,,,6857727.0,5257058.0,,,,,,,ZINC000016051901
N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,Not Available,DB08752,[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)NC1(CCN(C)CC1)C#N,,,,,9887557.0,8063229.0,50401770.0,,,CHEMBL1236882,,,ZINC000013918552
"4-{(1E)-3-OXO-3-[(2-PHENYLETHYL)AMINO]PROP-1-EN-1-YL}-1,2-PHENYLENE DIACETATE",Not Available,DB08753,CC(=O)OC1=CC=C(\C=C\C(=O)NCCC2=CC=CC=C2)C=C1OC(C)=O,,,,,11957394.0,10131649.0,,,,,,,ZINC000016051983
N-Caffeoyltyramine,Not Available,DB08754,OC1=CC=C(CCNC(=O)\C=C\C2=CC(O)=C(O)C=C2)C=C1,"Acids, Carbocyclic / Amines / Biogenic Amines / Biogenic Monoamines / Cinnamates",3LZ974DQ9J,103188-48-3,,9994897.0,8170478.0,,,,CHEMBL206646,,,ZINC000013515185
N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide,Not Available,DB08755,[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)N[C@@](C)(COCC1=CC=CC=C1)C#N,,,,,46937176.0,25061202.0,,,,,,,ZINC000038970701
Y-27632,Not Available,DB08756,[H][C@@]1(CC[C@@H](CC1)C(=O)NC1=CC=NC=C1)[C@@H](C)N,"Antihypertensive Agents / Cardiovascular Agents / Central Nervous System Agents / Central Nervous System Depressants / Enzyme Inhibitors / Muscle Relaxants / Muscle Relaxants, Centrally Acting Agents / Neuromuscular Agents / Peripheral Nervous System Agents",0X370ROP6H,146986-50-7,,448042.0,20016532.0,14029.0,,75393.0,CHEMBL559147,,,
5-(2-chlorophenyl)furan-2-carbohydrazide,Not Available,DB08757,NNC(=O)C1=CC=C(O1)C1=CC=CC=C1Cl,,,,,4697633.0,3885185.0,50175425.0,,,CHEMBL200849,,,ZINC000004387691
"IMIDAZO[2,1-A]ISOQUINOLINE-2-CARBOHYDRAZIDE",Not Available,DB08758,NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1,,,,,869249.0,759059.0,50225275.0,,,CHEMBL238659,,,ZINC000000434357
"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",Not Available,DB08759,[H][C@](C)(CO)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)C[P@@]([H])(O)=O,,,,,46937177.0,25057989.0,,,,,,,ZINC000053683337
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,Not Available,DB08760,[H][C@@](CC1=CC=CC=C1)(OC1=CC=C(Cl)C=C1)C(O)=O,,,,,11460087.0,9634928.0,50171897.0,,,CHEMBL364748,,,ZINC000013671687
"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",Not Available,DB08761,[H][C@@]1(CC2=CC=C(O)C=C2)NC(=O)[C@]([H])(CC2=CC=C(O)C=C2)NC1=O,,,,,11267350.0,9442361.0,,,65063.0,CHEMBL189558,,,
O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID,Not Available,DB08762,[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@]([H])(C)[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O,,,,,5492457.0,4591001.0,,,,,,,ZINC000039313129
[N-(BENZYLOXYCARBONYL)AMINO](4-AMIDINOPHENYL)METHANE-PHOSPHONATE,Not Available,DB08763,[H][C@](NC(=O)OCC1=CC=CC=C1)(C1=CC=C(C=C1)C(N)=N)P(O)(O)=O,,,,,447110.0,394295.0,,,,,,,ZINC000031260847
"6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE",Not Available,DB08765,NS(=O)(=O)C1=NC2=C(S1)C=C(O)C=C2,,,,,6852129.0,5254586.0,10874.0,,,CHEMBL6685,,,
Zofenoprilat,Not Available,DB08766,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,"Acids, Acyclic / Amino Acids / Amino Acids, Cyclic / Amino Acids, Peptides, and Proteins / Imines / Imino Acids",4G4WDK2YBS,75176-37-3,,3034048.0,2298589.0,50018850.0,,82602.0,CHEMBL16332,,,ZINC000003780852
2-(4-METHOXYPHENYL)ACETAMIDE,Not Available,DB08767,COC1=CC=C(CC(N)=O)C=C1,,,,,241868.0,211415.0,50226183.0,,,CHEMBL157604,,,ZINC000000156551
N(6)-dimethylallyladenine,Not Available,DB08768,CC(C)=CCNC1=NC=NC2=C1N=CN2,"Carbohydrates / Cytokinins / Glycosides / Heterocyclic Compounds, Fused-Ring / Nucleic Acids, Nucleotides, and Nucleosides / Nucleosides / Purine Nucleosides / Purines / Ribonucleosides / Vitamin B Complex / Vitamins",V500BB256Z,2365-40-4,,92180.0,83222.0,,,17660.0,CHEMBL476189,,,ZINC000000032351
"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",Not Available,DB08770,NC1=NC(NCCC2=CC=C(O)C=C2)=NC2=NC(=NN12)C1=CC=CO1,,,,,176407.0,153646.0,21190.0,,92361.0,CHEMBL113142,,,ZINC000000005258
"(5R)-2-[(2-Fluorophenyl)amino]-5-isopropyl-1,3-thiazol-4(5H)-one",Not Available,DB08771,CC(C)[C@H]1SC(NC2=C(F)C=CC=C2)=NC1=O,,,,,23644575.0,24684429.0,,,,CHEMBL392452,,,ZINC000016052518
Zopolrestat,Not Available,DB08772,OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=C1C=CC=C2,"Aldehyde Reductase, antagonists & inhibitors / Aldose Reductase Inhibitors / Blood Glucose Lowering Agents / Enzyme Inhibitors / Heterocyclic Compounds, Fused-Ring / Pyridazines / Sulfur Compounds / Thiazoles",1PV3S9WP3D,110703-94-1,,1613.0,1554.0,16452.0,,,CHEMBL10372,,,ZINC000000538557
2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,Not Available,DB08773,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,,,63676-22-2,,445920.0,393408.0,20628.0,,,CHEMBL431698,,,ZINC000003581478
"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",Not Available,DB08774,[H][C@]1(CN)CN(CCO1)C1=C(C=NC2=C1C=NN2)C1=CC=CC=C1,,,,,44129608.0,24627049.0,33217.0,,,CHEMBL562314,,,ZINC000039001862
Benzoyl-tyrosine-alanine-fluoro-methyl ketone,Not Available,DB08775,C[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CF,,,,,15118984.0,23161386.0,,,,CHEMBL68828,,,ZINC000026272137
"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",Not Available,DB08776,CC(=O)NC1=NC2=C(S1)C(=O)NCCC2,,,,,739358.0,646276.0,33206.0,,,CHEMBL562743,,,ZINC000008994842
"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",Not Available,DB08777,O=C1NC=NC2=C1C1=C(CCCC1)S2,,,,,98614.0,89058.0,33207.0,,,CHEMBL539906,,,ZINC000017920988
"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",Not Available,DB08778,CC(C)(C)NC1=NC(N)=C(S1)C(=O)C1=CC=CC=C1,,,,,1484819.0,1225817.0,33208.0,,,CHEMBL570537,,,ZINC000001398629
2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,Not Available,DB08779,CSC1=NC(O)=C(CC2=CC=CS2)N1,,,,,46937179.0,25058675.0,,,,,,,ZINC000100037029
6-MORPHOLIN-4-YL-9H-PURINE,Not Available,DB08780,C1CN(CCO1)C1=C2N=CNC2=NC=N1,,,,,76098.0,68584.0,33210.0,,,CHEMBL271138,,,ZINC000018107770
"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",Not Available,DB08781,[H][C@]1(CN)CN(CCO1)C1=C(Br)C=NC2=C1C=NN2,,,,,44141939.0,25058754.0,,,,,,,ZINC000039001861
4-(2-AMINOETHYL)BENZENESULFONAMIDE,Not Available,DB08782,NCCC1=CC=C(C=C1)S(N)(=O)=O,Amides / Sulfones / Sulfur Compounds,,,,169682.0,148392.0,10861.0,,,CHEMBL7087,,,ZINC000000056629
(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,Not Available,DB08783,[H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC,Selenium Compounds,,,,25111933.0,25057941.0,,,,,,,
2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID,Not Available,DB08784,OC(=O)C1=C(NC2=CC=C(Cl)C=C2)N=CC=C1,,,,,1432578.0,1185967.0,50201619.0,,,CHEMBL1237007,,,ZINC000001329537
4-Methylcoumarin,Not Available,DB08785,CC1=CC(=O)OC2=CC=CC=C12,,2YZ8R79U9H,607-71-6,,11833.0,11340.0,,,,CHEMBL12279,,,ZINC000000300858
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,Not Available,DB08786,COCCOC1=NC(N)=NC(C)=C1,,,,,3777900.0,3006217.0,33223.0,,,CHEMBL538937,,,
"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",Not Available,DB08787,NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1,,,,,3695754.0,2927710.0,33224.0,,,CHEMBL549340,,,ZINC000100037036
"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",Not Available,DB08788,CCOC1=CC=C(C=C1)C1=C(C#N)C(N)=NC2=C1C(N)=C(S2)C(N)=O,,,,,1916699.0,1473525.0,33225.0,,,CHEMBL554496,,,ZINC000019940178
"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",Not Available,DB08789,CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C=C1,,,,,44129601.0,24628301.0,33233.0,,,CHEMBL563168,,,ZINC000036966108
1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,Not Available,DB08790,OC(=O)C1=CN(N=C1)C1=CC=CC=C1,,,,,121026.0,108029.0,21615.0,,,CHEMBL406105,,,ZINC000004218283
"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",Not Available,DB08791,NC(=O)C1=CN=C2C=CN(C2=C1)S(=O)(=O)C1=CC=CC=C1[N+]([O-])=O,,,,,25229537.0,24626684.0,50295745.0,,,CHEMBL561660,,,ZINC000043075275
Diloxanide,Not Available,DB08792,CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1,"Amebicides / Anti-Infective Agents / Antiparasitic Agents / Antiparasitic Products, Insecticides and Repellents / Antiprotozoals / Dichloroacetamide Derivatives",89134SCM7M,579-38-4,,11367.0,10889.0,,67182.0,,CHEMBL2103768,,PA165958413,ZINC000000001299
Ethyl biscoumacetate,Not Available,DB08794,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,"4-Hydroxycoumarins / Anticoagulants / Benzopyrans / Blood and Blood Forming Organs / Coumarins / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Hematologic Agents / Heterocyclic Compounds, Fused-Ring / Pyrans / Vitamin K Antagonists",08KL644731,548-00-5,,54685524.0,10444159.0,35538.0,,135659.0,CHEMBL2106261,,,ZINC000095564733
Azidocillin,Not Available,DB08795,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,"Amides / Anti-Bacterial Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Beta-Lactam Antibacterials / Beta-Lactamase Sensitive Penicillins / beta-Lactams / Heterocyclic Compounds, Fused-Ring / Lactams / Penicillins / Sulfur Compounds",R8XDP7L3SL,17243-38-8,,15574941.0,16735689.0,,18609.0,51758.0,CHEMBL2105907,,PA165958414,ZINC000008214496
Pipazethate,Not Available,DB08796,O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2,"Amides / Antitussive Agents / Central Nervous System Agents / Cough and Cold Preparations / Heterocyclic Compounds, Fused-Ring / Respiratory System Agents / Sulfones / Sulfur Compounds",M5EK1T5V2L,2167-85-3,D05484,22425.0,21046.0,,33740.0,135635.0,CHEMBL2104900,,PA165958415,ZINC000001698105
Sulfamoxole,Not Available,DB08798,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1,Amides / Amines / Aniline Compounds / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cytochrome P-450 CYP2C9 Inhibitors / Cytochrome P-450 CYP2C9 Inhibitors (strength unknown) / Cytochrome P-450 Enzyme Inhibitors / Intermediate-Acting Sulfonamides / Sulfanilamides / Sulfonamides / SULFONAMIDES AND TRIMETHOPRIM / Sulfones / Sulfur Compounds,HGG82XE020,729-99-7,D02516,12894.0,12361.0,,10183.0,55548.0,CHEMBL2105399,,PA165958417,ZINC000000057302
Isothipendyl,Not Available,DB08802,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C,"Antihistamines for Systemic Use / Antihistamines for Topical Use / Antipruritics, Incl. Antihistamines, Anesthetics, Etc. / Dermatologicals / Histamine Agents / Histamine Antagonists / Histamine H1 Antagonists / Neurotransmitter Agents / Phenothiazine Derivatives / Sulfur Compounds",WVZ7K9P0JY,482-15-5,D08091,3781.0,3649.0,,28012.0,135183.0,CHEMBL2111066,,PA165958421,
Tymazoline,Not Available,DB08803,CC(C)C1=C(OCC2=NCCN2)C=C(C)C=C1,"Nasal Preparations / Sympathomimetics, Plain",U993RH5585,24243-97-8,D07373,34154.0,31478.0,,,134947.0,CHEMBL2106467,,PA165958422,ZINC000000002232
Metiamide,Not Available,DB08805,CNC(=S)NCCSCC1=C(C)NC=N1,Acid Reducers / Anti-Ulcer Agents / Gastric Acid Lowering Agents / Gastrointestinal Agents / Histamine Agents / Histamine Antagonists / Histamine H2 Antagonists / Neurotransmitter Agents / Sulfur Compounds / Thiourea,3K7670861M,34839-70-8,D05004,1548992.0,1265996.0,50000382.0,,6896.0,CHEMBL275446,,,ZINC000005424950
Roxatidine acetate,Not Available,DB08806,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,Acid Reducers / Alimentary Tract and Metabolism / Anti-Ulcer Agents / Drugs for Acid Related Disorders / Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord) / Gastric Acid Lowering Agents / Gastrointestinal Agents / Histamine Agents / Histamine Antagonists / Histamine H2 Antagonists / Neurotransmitter Agents,ZUP3LSD0DO,78628-28-1,D08495,5105.0,4926.0,50404032.0,114817.0,94758.0,CHEMBL46102,,PA165958424,ZINC000003812908
Bopindolol,Not Available,DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,"Adrenergic Agents / Adrenergic Antagonists / Adrenergic beta-Antagonists / Agents causing hyperkalemia / Alcohols / Amines / Amino Alcohols / Beta Blocking Agents, Non-Selective / Bradycardia-Causing Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Neurotransmitter Agents / Phenoxypropanolamines / Propanolamines / Propanols",KT304VZO57,62658-63-3,D07537,44112.0,40146.0,,19605.0,143782.0,CHEMBL357995,,PA165958425,
Bupranolol,Not Available,DB08808,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,"Adrenergic Agents / Adrenergic Antagonists / Adrenergic beta-Antagonists / Agents causing hyperkalemia / Alcohols / Amines / Amino Alcohols / Antiarrhythmic agents / Antihypertensive Agents / Beta Blocking Agents, Non-Selective / Bradycardia-Causing Agents / Cardiovascular Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Neurotransmitter Agents / Phenoxypropanolamines / Potential QTc-Prolonging Agents / Propanolamines / Propanols / QTc Prolonging Agents",858YGI5PIT,14556-46-8,D07590,2475.0,2381.0,25765.0,1817.0,135123.0,CHEMBL305380,,PA165958426,
Cinitapride,Not Available,DB08810,CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O,"Acids, Carbocyclic / Agents that produce hypertension / Alimentary Tract and Metabolism / Amides / Anti-Ulcer Agents / Antidepressive Agents / Benzene Derivatives / Benzoates / Central Nervous System Depressants / Drugs for Functional Gastrointestinal Disorders / Gastrointestinal Agents / Propulsives / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome / Serotonin 5-HT1 Receptor Agonists / Serotonin 5-HT2 Receptor Antagonists / Serotonin 5-HT2A Receptor Antagonists / Serotonin Agents / Serotonin Receptor Agonists / Serotonin Receptor Antagonists",R8I97I2L24,66564-14-5,D07700,68867.0,62099.0,,21125.0,135642.0,CHEMBL2104523,,PA165958427,
Tofisopam,Not Available,DB08811,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1,"Anti-Anxiety Agents / Antidepressive Agents / Benzazepines / Benzodiazepines and benzodiazepine derivatives / Central Nervous System Agents / Central Nervous System Depressants / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 Enzyme Inhibitors / Heterocyclic Compounds, Fused-Ring / Nervous System / Psycholeptics / Psychotropic Drugs / Stereoisomerism",UZC80HAU42,22345-47-7,D01254,5502.0,5301.0,,38365.0,32241.0,CHEMBL404216,,PA165958428,
Dehydroascorbic acid,Not Available,DB08830,[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O,"Acids, Acyclic / Carbohydrates / Diet, Food, and Nutrition / Food / Food and Beverages / Growth Substances / Hydroxy Acids / Lactones / Micronutrients / Physiological Phenomena / Sugar Acids / Urinary Acidifying Agents / Vitamin C and analogues / Vitamins",Y2Z3ZTP9UM,490-83-5,,440667.0,389547.0,,,27956.0,,,,ZINC000001532648
2-deoxyglucose,phase 1 complete,DB08831,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Antimetabolites,9G2MP84A8W,154-17-6,,108223.0,97292.0,,1733674.0,15866.0,CHEMBL2074932,,,ZINC000002512351
Taurochenodeoxycholic acid,Not Available,DB08833,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,"Acids / Acids, Noncarboxylic / Alkanes / Alkanesulfonic Acids / Bile Acids and Salts / Cholagogues and Choleretics / Cholanes / Cholic Acids / Compounds used in a research, industrial, or household setting / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Detergents / Fused-Ring Compounds / Gastrointestinal Agents / Household Products / Hydrocarbons, Acyclic / Steroids / Sulfonic Acids / Sulfur Acids / Sulfur Compounds / Surface-Active Agents / Taurodeoxycholic Acid",651KU15938,516-35-8,,,343282.0,50375595.0,,16525.0,CHEMBL185878,,,ZINC000005822376
Tauroursodeoxycholic acid,phase 3 complete,DB08834,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,"Acids / Acids, Noncarboxylic / Alkanes / Alkanesulfonic Acids / Anti-Infective Agents / Bile Acids and Salts / Cholagogues and Choleretics / Cholanes / Cholic Acids / Fused-Ring Compounds / Gastrointestinal Agents / Hydrocarbons, Acyclic / Isomerism / Steroids / Sulfonic Acids / Sulfur Acids / Sulfur Compounds / Taurodeoxycholic Acid",60EUX8MN5X,14605-22-2,,9848818.0,8024531.0,50236230.0,,80774.0,CHEMBL272427,,,ZINC000003914813
